taxonID;name;vernacular;Observationer
6004401;Porricondyla lata;;21
232182;Rocetelion humerale;;21
232175;Orfelia fasciata;;21
263958;Corynoptera globiformis;;21
264010;Dichopygina ramosa;;21
249465;Chionea crassipes;;21
249467;Arctoconopa zonata;;21
249670;Pilaria decolor;;21
249674;Pilaria meridiana;;21
249503;Dicranomyia chorea;;21
249799;Tipula nodicornis;;21
228120;Arthonia intexta;;21
229652;Plectocarpon linitae;alplunglavsknapp;21
259466;Mycosphaerella iridis;;21
6021495;Ramularia crassiuscula;;21
228018;Abrothallus prodiens;;21
258514;Didymella trifolii;;21
258965;Keissleriella ocellata;;21
264365;Helminthosporium velutinum;;21
260273;Preussia dubia;;21
259430;Mycomicrothelia wallrothii;;21
260464;Venturia juncaginearum;;21
259056;Lasiobotrys lonicerae;;21
230301;Verrucaria funckii;;21
258677;Ecteinomyces trichopterophilus;;21
259006;Laboulbenia vulgaris;;21
229942;Rinodina dubyana;;21
228301;Biatora flavopunctata;videknopplav;21
229208;Lepraria crassissima;lodmjöllav;21
230077;Stereocaulon depressum;plattad påskrislav;21
229103;Lecidea ecrustacea;;21
6331317;Rostania pallida;;21
228691;Scytinium callopismum;navlad gelélav;21
6320833;Nephroma orvoi;;21
229909;Rhizocarpon superficiale;;21
228928;Ionaspis ceracea;liten sjökantlav;21
229559;Pertusaria stenhammarii;kvistporlav;21
258532;Diplonaevia circinata;;21
259576;Naeviopsis arctica;;21
259149;Leptotrochila dehnii;;21
259155;Leptotrochila trifolii-arvensis;;21
6011147;Mastigosporium album;;21
260099;Pyrenopeziza cotoneastri;;21
5725;Pyrenopeziza urticicola;;21
4806;Lasiobelonium relicinum;;21
259764;Crumenella myricae;;21
6147;Thelebolus microsporus;;21
6020431;Orbilia xanthoguttulata;;21
5728;Pyropyxis rubra;;21
260206;Scutellinia crinita;;21
260037;Calosporella innesii;;21
229739;Pronectria santessonii;;21
6045472;Epichloë baconii;;21
229255;Lichenochora weillii;;21
260022;Podospora pauciseta;;21
4918;Lopadostoma gastrinum;;21
257387;Acrocordiella occulta;;21
264465;Ectostroma iridis;;21
3693;Cortinarius polaris;polarspindling;21
4164;Galerina pseudocerina;;21
4626;Inocybe phaeodisca;;21
3463;Coprinellus heptemerus;;21
239032;Deconica phillipsii;stråmussling;21
239043;Deconica subviscida;;21
239177;Hohenbuehelia tremula;;21
6403;Volvariella volvacea;halmslidskivling;21
3319;Omphalina mutila;vitnavling;21
6370;Typhula athyrii;;21
4880;Leptosporomyces fuscostratus;bruntrådsskinn;21
6325;Tubulicrinis inornatus;kåpnålskinn;21
1211;Cremeoderma unicum;strävt vaxskinn;21
940;Lentinus tigrinus;tigermussling;21
2028;Lactarius decipiens;pelargonriska;21
3165;Brevicellicium exile;gyckelskinn;21
6193;Trechispora araneosa;spindelmjölskinn;21
1676;Xenasma pulverulentum;strimsporigt stålskinn;21
6012156;Microbotryum violaceum;;21
6023856;Tuberculina persicina;;21
6001869;Phragmidium fragariae;;21
234673;Metidiocerus elegans;;22
258008;Eupteryx decemnotata;;22
100157;Acetropis gimmerthalii;sydlig gräsängsskinnbagge;22
101036;Halticus luteicollis;gulhalsad ängsskinnbagge;22
226285;Strongylocoris steganoides;;22
226335;Brachyarthrum limitatum;;22
226375;Psallus assimilis;;22
261295;Macrosaldula scotica;;22
101529;Peritrechus lundii;;22
246368;Rhopalosiphum nymphaeae;;22
246467;Uroleucon obscurum;;22
245995;Chaitophorus populeti;;22
246013;Cinara pruinosa;;22
258629;Bactericera acutipennis;;22
214598;Aristotelia subdecurtella;fackelrosmal;22
102500;Scrobipalpa salicorniae;glasörtssmåstävmal;22
233217;Ectoedemia louisella;naverlönnsdvärgmal;22
101444;Phiaris heinrichana;tajgabrokvecklare;22
6331116;Cedrus atlantica;atlasceder;22
6324878;Wolffia columbiana;amerikansk dvärgandmat;22
223589;Dactylorhiza maculata subsp. maculata × majalis subsp. lapponica;Jungfru Marie nycklar × sumpnycklar;22
219895;Yucca elephantipes;jättepalmlilja;22
224786;Juncus bulbosus subsp. kochii;atlanttåg;22
224660;Carex livida × panicea;vitstarr × hirsstarr;22
224542;Arctophila fulva var. pendulina;älvhänggräs;22
222453;Eragrostis mexicana;mexikanskt kärleksgräs;22
222514;Hordeum pusillum;dvärgkorn;22
221127;Phalaris angusta;smalflen;22
224816;Poa arctica subsp. caespitans;tuvgröe;22
222980;Capnoides sempervirens;sommarnunneört;22
224923;Ficaria verna subsp. fertilis;stor svalört;22
266319;Ranunculus angustilobulus;;22
224927;Ranunculus nivalis × pygmaeus;fjällsmörblomma × dvärgranunkel;22
264439;Thalictrum venulosum;vägruta;22
264441;Paeonia tenuifolia;dillpion;22
6002801;Crataegus douglasii;douglashagtorn;22
235040;Rubus platyacanthus;konbjörnbär;22
6051091;Rubus vulgaris;rännbjörnbär;22
6053240;Carpinus japonica;japansk avenbok;22
225080;Salix aurita × hastata subsp. vegeta;bindvide × källblekvide;22
265522;Salix phylicifolia × repens subsp. repens;grönvide × krypvide;22
224437;Epilobium adenocaulon × tetragonum;amerikansk dunört × kantdunört;22
224458;Epilobium glandulosum × roseum;alaskadunört × grendunört;22
224487;Epilobium parviflorum × tetragonum;luddunört × kantdunört;22
249001;Fuchsia magellanica;scharlakansfuchsia;22
264654;Sisymbrium orientale var. orientale;;22
6002852;Dianthus knappii;svavelnejlika;22
220640;Amaranthus standleyanus;nötamarant;22
6328976;Amsonia ciliata;texas-amsonia;22
249003;Asclepias curassavica;röd sidenört;22
6007427;Symphytum grandiflorum;kaukasisk vallört;22
223466;Physalis longifolia;smalbladig lyktört;22
6002868;Olea europaea;olivträd;22
221689;Linaria bipartita;kal violsporre;22
221789;Rosmarinus officinalis;rosmarin;22
264723;Salvia splendens;praktsalvia;22
266638;Hieracium gracilescens;;22
266644;Hieracium indutum;;22
267045;Hieracium phaeoprasum;;22
231490;Hieracium aethalodes;;22
231501;Hieracium amaurodes;;22
231605;Hieracium comitans;;22
231632;Hieracium daniciforme;;22
231665;Hieracium ethologum;gycklarfibbla;22
231779;Hieracium macrurum;;22
231828;Hieracium nigritipes;;22
231899;Hieracium phaeocomoides;spetsfjällig trollfibbla;22
232042;Hieracium subausterum;;22
231054;Hieracium creperiforme;;22
231071;Hieracium eupristum;;22
231110;Hieracium nigrocreperum;;22
231249;Hieracium ctenophyllum;;22
231350;Hieracium obrigens;mörkbladig fibbla;22
264775;Pilosella officinarum × suecica;gråfibbla × svenskfibbla;22
6331108;Rudbeckia subtomentosa;prärierudbeckia;22
220293;Sanvitalia procumbens;husarknappar;22
264786;Symphyotrichum ericoides;ljungaster;22
230600;Taraxacum kuusamoënse;kuusamomaskros;22
266086;Taraxacum ragnar-baeckii;Ragnar Bäcks maskros;22
6007523;Taraxacum marginatum f. marginatum;äkta fransmaskros;22
6332396;Taraxacum contrastans ined.;;22
230846;Taraxacum nemorum;lundmaskros;22
230952;Taraxacum tenuiforme;grankullamaskros;22
259725;Tithonia rotundifolia;inkakrage;22
220005;Bupleurum croceum;cirkelharört;22
264802;Heracleum mantegazzianum × persicum;jätteloka × tromsöloka;22
247203;Corynosoma strumosum;;22
226844;Psamathe fusca;nakensprattelmask;22
226982;Syllis cornuta;hornsyllis;22
227335;Aurospio banyulensis;;22
227826;Ophelina cylindricaudata;;22
225644;Nais bretscheri;;22
225674;Rhynchelmis limosella;;22
200939;Scutigerella palmonii;långborstdvärgfoting;22
256535;Nothrus borussicus;;22
6002149;Limnochares aquatica;gummibåtskvalster;22
6004691;Aceria hippophaena;havtorngallkvalster;22
219108;Drassodes villosus;sprickhuggspindel;22
218730;Hypomma fulvum;kustkullspindel;22
218843;Scotinotylus evansi;fjällhedsspindel;22
218655;Centromerus brevipalpus;ristäckvävare;22
218996;Pardosa lasciva;tajgavargspindel;22
248365;Aphelenchoides saprophilus;;22
228111;Arthonia excipienda;;22
230032;Sphaerellothecium araneosum;;22
228051;Acarospora rhizobola;;22
266104;Myriospora tangerina;;22
230191;Timdalia intricata;metallspricklav;22
229361;Micarea submilliaria;grynig dynlav;22
230200;Thalloidima rosulatum;grå fjällknagglav;22
229147;Lecidea promixta;;22
264144;Porpidia nadvornikiana;malmblocklav;22
228471;Parvoplaca suspiciosa;svart asporangelav;22
250270;Ainoa mooreana;gruslav;22
260584;Xylographa soralifera;klotstrecklav;22
6000166;Aspicilia granulosa;;22
228227;Aspicilia subradians;;22
228222;Oxneriaria rivulicola;strålig strandstenslav;22
229541;Pertusaria flavicans;lodporlav;22
228844;Fuscidea commixta;;22
229298;Marchandiomyces corallinus;;22
6040176;Ulota crispula;kortskaftad ulota;22
233253;Thamnobryum subserratum;grov rävsvansmossa;22
2492;Grimmia alpestris;blågrimmia;22
2480;Schistidium elegantulum;fagerblommossa;22
217651;Tortella flavovirens var. flavovirens;;22
100188;Agabus conspersus;;22
103594;Hydroporus acutangulus;;22
105253;Attagenus unicolor;;22
102233;Ebaeus lapplandicus;;22
105629;Scymnus impexus;silvergransdvärgpiga;22
106263;Dodecastichus mastix;asköronvivel;22
106326;Hypera fornicata;taigakokongvivel;22
100522;Neocoenorrhinus pauxillus;hagtornskäkvivel;22
105044;Chilothorax pictus;strandängsdyngbagge;22
102175;Plagiogonus arenarius;köldyngbagge;22
103913;Leiodes furva;;22
101217;Liocyrtusa vittata;;22
210498;Atheta angusticauda;;22
104833;Neodimetrota lapponica;;22
100234;Alevonota gracilenta;;22
100786;Cyphea latiuscula;;22
100249;Amarochara forticornis;;22
101757;Scydmoraphes sparshalli;;22
100409;Atanygnathus terminalis;rödbent palpkortvinge;22
104042;Gabrius sphagnicola;;22
104136;Quedius nigrocaeruleus;;22
104142;Quedius puncticollis;;22
101840;Stenus glabellus;;22
233473;Mordellistena bicoloripilosa;;22
100202;Aglenus brunneus;;22
261476;Apethymus serotinus;;22
261480;Athalia scutellariae;;22
261604;Metallus albipes;;22
261658;Euura humeralis;;22
261938;Pristiphora luteipes;;22
261976;Dolerus cothurnatus;;22
252364;Dolerus aeneus;;22
249113;Cleptes nitidulus;hedguldstekel;22
200984;Paratrechina longicornis;slank växthusmyra;22
101822;Stenamma debile;skuggmyra;22
232221;Polistes nimpha;hedpappersgeting;22
206698;Prionomitus mitratus;;22
6036312;Tamarixia poddubnyi;;22
207706;Merismus nitidus;;22
207929;Seladerma sabbas;;22
207721;Mesopolobus dubius;;22
252479;Alloxysta obscurata;;22
252516;Eucoila maculata;;22
251371;Aclista flavicornis;;22
251379;Aclista insolita;;22
251391;Aclista rufipes;;22
251402;Acropiesta nigrocincta;;22
251603;Zygota fossulata;;22
248861;Pauesia pini;;22
253137;Dinocampus coccinellae;;22
253545;Aleiodes gastritor;;22
253875;Coleocentrus caligatus;;22
254124;Campoplex borealis;;22
254128;Campoplex difformis;;22
254460;Enclisis macilenta;;22
254427;Hoplocryptus bohemani;;22
254470;Idiolispa analis;;22
255350;Priopoda apicaria;;22
260793;Diphyus septemguttatus;;22
260854;Ichneumon formosus;;22
260865;Ichneumon ignobilis;;22
260868;Ichneumon insidiosus;;22
260883;Ichneumon melanotis;;22
260889;Ichneumon molitorius;;22
255994;Sinarachna pallipes;;22
256015;Megarhyssa superba;;22
252070;Platygaster hybrida;;22
101192;Leptarthrus vitripennis;plattnosad rovfluga;22
241729;Phyllomyza formicae;;22
239971;Dolichopus arbustorum;;22
240111;Hydrophorus geminus;;22
240124;Medetera excellens;;22
240178;Rhaphium fissum;;22
239707;Empis digramma;;22
239743;Hemerodromia adulatoria;;22
240473;Hirtodrosophila lundstroemi;;22
242991;Pegomya scapularis;;22
243118;Coenosia atra;;22
243555;Spilogona novemmaculata;;22
243258;Helina vicina;;22
243939;Macronychia polyodon;;22
243964;Sarcophaga agnata;;22
200392;Dufouria nigrita;;22
200072;Leiophora innoxia;;22
200109;Prooppia strigifrons;;22
200152;Senometopia excisa;;22
200201;Onychogonia cervini;;22
6033133;Catharosia albisquama;;22
6323192;Gymnosoma nitens;;22
200267;Phytomyptera cingulata;;22
200222;Linnaemya rossica;;22
241548;Phytomyza artemisivora;;22
240585;Megaselia albicaudata;;22
240631;Megaselia clara;;22
240743;Megaselia major;;22
240286;Platypeza consobrina;;22
241837;Tetanocera robusta;;22
241910;Scoliocentra confusa;;22
242229;Trachyopella bovilla;;22
200562;Epistrophe ochrostoma;bred brynblomfluga;22
239435;Ptiolina nigrina;;22
241081;Pseudotephritis corticalis;;22
6003122;Forcipomyia paludis;;22
236074;Conchapelopia melanops;;22
6003952;Contarinia anthobia;;22
6010628;Contarinia asclepiadis;;22
6003950;Contarinia coryli;;22
6004538;Contarinia craccae;;22
6004570;Janetiella thymi;timjangallmygga;22
249426;Macrocera stigma;;22
250670;Ectrepesthoneura pubescens;;22
250701;Docosia gilvipes;;22
263978;Corynoptera sphenoptera;;22
264079;Scatopsciara calamophila;;22
249523;Dicranoptycha fuscescens;;22
249821;Tipula grisescens;;22
249858;Tipula montium;;22
228111;Arthonia excipienda;;22
6020442;Phaeoramularia punctiformis;;22
6010061;Ramularia archangelicae;;22
230032;Sphaerellothecium araneosum;;22
258461;Delitschia winteri;;22
258512;Didymella proximella;;22
259771;Ohleria modesta;;22
258231;Coleroa alchemillae;;22
258034;Capronia polyspora;;22
259423;Moristroma quercinum;;22
258975;Laboulbenia argutoris;;22
228051;Acarospora rhizobola;;22
266104;Myriospora tangerina;;22
230191;Timdalia intricata;metallspricklav;22
229361;Micarea submilliaria;grynig dynlav;22
230200;Thalloidima rosulatum;grå fjällknagglav;22
229147;Lecidea promixta;;22
264144;Porpidia nadvornikiana;malmblocklav;22
228471;Parvoplaca suspiciosa;svart asporangelav;22
250270;Ainoa mooreana;gruslav;22
260584;Xylographa soralifera;klotstrecklav;22
6000166;Aspicilia granulosa;;22
228227;Aspicilia subradians;;22
228222;Oxneriaria rivulicola;strålig strandstenslav;22
229541;Pertusaria flavicans;lodporlav;22
228844;Fuscidea commixta;;22
259031;Laetinaevia erythrostigma;;22
260231;Podosphaera astragali;;22
4231;Godronia fuliginosa;videskål;22
4707;Brunnipila calycioides;;22
4692;Lachnellula willkommii;lärkkräfta;22
5077;Monilinia urnula;lingonskål;22
258813;Graddonia coracina;;22
259856;Phacidium lacerum;;22
260025;Podospora pyriformis;;22
257910;Arnium leporinum;;22
260332;Taphrina bacteriosperma;;22
249233;Cortinarius viridicoeruleus;blåeggad spindling;22
6005483;Cortinarius cinnamoviolaceus;;22
3671;Cortinarius ochroleucus;;22
5673;Psathyrella umbrina;umbraspröding;22
239225;Chromosera xanthochroa;;22
4399;Gloioxanthomyces vitellinus;kromvaxing;22
3944;Entoloma caccabus;;22
3955;Entoloma cocles;;22
4041;Entoloma sphagneti;myrrödling;22
253758;Piloderma sphaerosporum;;22
6033641;Myxarium hyalinum;;22
6331;Tulasnella allantospora;;22
229298;Marchandiomyces corallinus;;22
1966;Antrodiella onychoides;onyxticka;22
6206;Trechispora minima;;22
6001850;Milesina dieteliana;;22
6002029;Puccinia helianthi;;22
6010165;Tranzschelia pulsatillae;;22
6001635;Urocystis alopecuri;ängskavlesot;22
6011273;Ustilago nuda;;22
234716;Mocydiopsis attenuata;;23
258012;Doratura exilis;;23
234847;Macrosteles horvathi;;23
234853;Sagatus punctifrons;;23
234850;Sonronius dahlbomi;;23
234656;Macropsis fuscinervis;;23
234820;Zygina rosea;;23
234616;Xanthodelphax flaveolus;;23
226316;Orthotylus fuscescens;;23
226140;Saldula orthochila;;23
245865;Aphis craccivora;;23
102399;Coleophora amellivora;linjerad gullrissäckmal;23
214446;Coleophora idaeella;pyrolasäckmal;23
214297;Depressaria artemisiae;streckad fältmalörtsplattmal;23
214713;Gnorimoschema epithymellum;brun småstävmal;23
101222;Lithostege farinata;vit puckelmätare;23
214087;Phyllonorycter heringiellus;svartvideguldmal;23
100495;Bohemannia quadrimaculella;fyrfläckig dvärgmal;23
213883;Ectoedemia arcuatella;smultrondvärgmal;23
102513;Trifurcula subnitidella;ängsdvärgmal;23
215472;Loxostege commixtalis;myrljusmott;23
213936;Coptotriche gaunacella;slånluggmal;23
215157;Ancylis selenana;hagtornssikelvecklare;23
215192;Cydia grunertiana;lärkbarksvecklare;23
101501;Pammene agnotana;hagtornssolvecklare;23
100673;Cochylimorpha woliniana;malörtsvecklare;23
261619;Erythronium tuolumnense;gul hundtandslilja;23
264304;Lilium regale;kungslilja;23
223575;Dactylorhiza incarnata var. cruenta × maculata subsp. fuchsii;blodnycklar × skogsnycklar;23
223322;Aira elegantissima;fintåtel;23
222457;Eragrostis pilosa;hårigt kärleksgräs;23
221670;Lamarckia aurea;guldäxing;23
6331720;Phyllostachys nigra;svartbambu;23
6008944;Sasaella ramosa;revbambu;23
222674;Setaria parviflora;smal kavelhirs;23
222701;Tragus racemosus;piprensargräs;23
6332284;Clematis montana;bergklematis;23
266598;Ranunculus paralbertsonii;;23
223392;Saxifraga sibthorpii;gyllenbräcka;23
224142;Melilotus albus × officinalis;vit sötväppling × gul sötväppling;23
6324130;Rosa wichurana;krypros;23
267125;Rubus koehleri;Köhlers björnbär;23
264506;Rubus rudis;strävbjörnbär;23
223233;Spiraea corymbosa;rundspirea;23
6010545;Betula nana × pubescens subsp. pubescens;dvärgbjörk × vanlig glasbjörk;23
220775;Ecballium elaterium;sprutgurka;23
265498;Populus × rasumowskiana;furstepoppel;23
225074;Salix arbuscula × reticulata;risvide × nätvide;23
264623;Oenothera macrocarpa;storblommigt nattljus;23
259692;Polanisia dodecandra;morrhårsblomster;23
220098;Crambe hispanica;oljekål;23
220750;Chenopodium virgatum;käppmålla;23
220717;Dysphania cristata;kammålla;23
6008958;Symphytum × hidcotense;;23
224270;Linaria genistifolia subsp. genistifolia;äkta ginstsporre;23
224321;Verbascum chaixii subsp. orientale;orientkungsljus;23
224260;Galeopsis bifida × tetrahit;toppdån × pipdån;23
265873;Salvia verbenaca;fliksalvia;23
220077;Cichorium endivia;sydcikoria;23
231408;Hieracium saurotoides;porfyrfibbla;23
231549;Hieracium betuletorum;;23
231660;Hieracium egenum;;23
231743;Hieracium juncinescens;småkorgig vargfibbla;23
231757;Hieracium leptomeres;;23
231822;Hieracium nastum;;23
231859;Hieracium oligolepium;fåfjällig fibbla;23
231895;Hieracium perexpansum;;23
231915;Hieracium platygastor;horrmundsfibbla;23
231936;Hieracium prasinochroum;;23
231955;Hieracium pseudostenolepis;;23
232019;Hieracium sphenoides;;23
232067;Hieracium succulentifolium;tjockbladig fibbla;23
231390;Hieracium prolatatum;väskindefibbla;23
6330272;Leontodon crispus;strävfibbla;23
223768;Senecio sylvaticus × viscosus;bergkorsört × klibbkorsört;23
6329096;Taraxacum sectum;ullig sandmaskros;23
244155;Taraxacum nitidum;glansmaskros;23
264798;Lonicera rupicola;syrentry;23
226695;Nereiphylla lutea;hjärtpaddelfoting;23
226775;Tomopteris helgolandica;simglasmask;23
227347;Scolelepis foliosa;;23
227827;Ophelina modesta;;23
225675;Rhynchelmis tetratheca;;23
200860;Boreoiulus tenuis;småpärlfoting;23
200883;Julus scanicus;ålkejsarfoting;23
235185;Nothochrysa fulviceps;;23
206418;Limnephilus algosus;;23
206470;Potamophylax rotundipennis;;23
6007990;Poroliodes farinosus;;23
6006989;Euphthiracarus monodactylus;;23
6053241;Aceria tristriata;;23
6007188;Typhlodromus ernesti;;23
218790;Micrargus apertus;bergshuldrespindel;23
218625;Agyneta olivacea;olivklubbspindel;23
248485;Liocranoeca striata;randmånspindel;23
101644;Pseudicius encarpatus;vitbrämad hoppspindel;23
6325964;Acrobeloides varius;;23
6326001;Malenchus neosulcus;;23
247290;Prionchulus muscorum;;23
230120;Stigmidium solorinarium;;23
230170;Thelidium zwackhii;;23
230314;Verrucaria hochstetteri;;23
230360;Verrucaria viridula;;23
1809;Lecanora scanica;vedkantlav;23
249976;Phacopsis cephalodioides;blåslavsknöl;23
6000492;Protoparmelia ochrococca;;23
230205;Kiliasia tristis;glansknagglav;23
229135;Lecidea paraclitica;;23
229157;Lecidea septentrionalis;;23
229164;Lecidea swartzioidea;;23
230378;Xanthomendoza borealis;nordlig vägglav;23
228905;Hymenelia melanocarpa;;23
6021661;Calycina lobariae;;23
228809;Ephebe perspinulosa;späd trådlav;23
230176;Thelocarpon laureri;klotgulprick;23
1058;Mielichhoferia mielichhoferiana;kopparkismossa;23
1138;Orthotrichum tenellum;liten hättemossa;23
217628;Racomitrium canescens subsp. latifolium;;23
217436;Cephalozia bicuspidata subsp. lammersiana;;23
101622;Priobium carpini;;23
232912;Agrilus paludicola;dvärgbjörkspraktbagge;23
100397;Arhopalus ferus;kustbarkbock;23
232430;Longitarsus pulmonariae;lungörtsjordloppa;23
101376;Necrobia ruficollis;rödhalsad köttbagge;23
251906;Clitostethus arcuatus;;23
101296;Meligethes serripes;;23
100347;Squamapion cineraceum;brunörtspetsvivel;23
100358;Squamapion oblivium;stäppspetsvivel;23
100588;Ceutorhynchus granulicollis;svart penningörtsvivel;23
106242;Otiorhynchus pseudonothus;trädgårdsöronvivel;23
100548;Carphoborus rossicus;fårad bastborre;23
100336;Eupleurus subterraneus;fårad dyngbagge;23
103878;Acrotrichis volans;;23
103856;Ptiliolum wuesthoffi;;23
104814;Atheta puncticollis;;23
104788;Atheta platonoffi;;23
104769;Atheta scotica;;23
100416;Atheta liturata;;23
104834;Neodimetrota altaica;;23
101584;Plataraea nigrifrons;;23
101911;Tomoglossa luteicornis;;23
101648;Pseudomicrodota paganettii;;23
101447;Oligota granaria;;23
104677;Calodera uliginosa;;23
104706;Dinarda hagensii;;23
101179;Lathrobium dilutum;;23
102286;Lathrobium pallidum;;23
101315;Metopsia clypeata;;23
104063;Philonthus intermedius;;23
104166;Quedius pseudolimbatus;;23
101848;Stenus sylvester;;23
104266;Stenus vinnulus;;23
233715;Pamphilius hortorum;;23
261861;Phyllocolpa piliserra;;23
261980;Dolerus haematodes;;23
6324091;Hoplitis adunca;;23
206597;Cheiloneurus claviger;;23
206615;Copidosoma genale;;23
207081;Eulophus larvarum;;23
251225;Sympiesis grahami;;23
207265;Tetrastichus setifer;;23
208122;Megastigmus pictus;;23
207410;Ormyrus pomaceus;;23
207764;Nodisoplata diffinis;;23
207441;Anogmus strobilorum;;23
207825;Pteromalus apum;;23
251679;Basalys tripartita;;23
251703;Entomacis bipunctata;;23
251535;Miota docilis;;23
251573;Pantoclis striola;;23
248852;Lysiphlebus confusus;;23
6046603;Pseudopauesia prunicola;;23
253063;Ascogaster klugii;;23
253104;Dendrosoter middendorffii;;23
253951;Cryptopimpla caligata;;23
254001;Lissonota punctiventris;;23
254033;Exetastes fornicator;;23
254579;Polytribax perspicillator;;23
255026;Pantorhaestes xanthostomus;;23
255212;Mesoleius armillatorius;;23
255413;Syntactus minor;;23
255481;Homotropus melanogaster;;23
260739;Barichneumon anator;;23
260799;Eupalamus oscillator;;23
260946;Stenaoplus pictus;;23
260951;Stenobarichneumon basalis;;23
6045590;Ophion sylvestris;;23
254740;Gelis mangeri;;23
255947;Zaglyptus multicolor;;23
255974;Theronia atalantae;;23
256177;Netelia fuscicornis;;23
256293;Xorides ater;;23
252146;Synopeas sose;;23
252217;Trimorus ovatus;;23
242320;Conioscinella sordidella;;23
239803;Hilara platyura;;23
239881;Rhamphomyia nodipes;;23
239519;Bicellaria simplicipes;;23
100257;Amiota basdeni;Basdens savdaggfluga;23
242528;Hydrellia cardamines;;23
241203;Minettia filia;;23
242925;Leucophora cinerea;;23
242967;Pegomya flavoscutellata;;23
243018;Phorbia curvicauda;;23
243172;Coenosia verralli;;23
243686;Cordilura picipes;;23
243984;Sarcophaga nigriventris;;23
200067;Medina separata;;23
200092;Paratryphera bisetosa;;23
241535;Phytomyza agromyzina;;23
241550;Phytomyza bipunctata;;23
241556;Phytomyza chaerophylli;;23
250235;Odinia czernyi;;23
240586;Megaselia albiclava;;23
240735;Megaselia longipalpis;;23
240788;Megaselia plurispinulosa;;23
250242;Megaselia similifrons;;23
242021;Crumomyia setitibialis;;23
200707;Pipiza fasciata;fönstergallblomfluga;23
200602;Eupeodes goeldlini;tvillingfältblomfluga;23
241028;Palloptera formosa;;23
241056;Pseudoseps signata;;23
235269;Chironomus riparius;;23
235394;Polypedilum sordens;;23
235742;Cricotopus sylvestris;;23
252276;Anopheles claviger;ljusstreckad frossmygga;23
252405;Aedes cyprius;guldtömygga;23
6006647;Philosepedon humeralis;;23
250457;Bolitophila cinerea;;23
6003997;Acodiplosis inulae;;23
6004216;Contarinia festucae;;23
6049865;Contarinia marchali;;23
6004562;Hygrodiplosis vaccinii;;23
6003988;Macrolabis pilosellae;;23
6003919;Massalongia rubra;;23
253644;Lestremia cinerea;;23
251142;Phronia basalis;;23
249700;Symplecta pilipes;;23
232163;Ctenophora ornata;;23
249788;Tipula laetabilis;;23
102601;Somatochlora sahlbergi;tundratrollslända;23
259498;Pseudocercosporella ranunculi;;23
6010100;Ramularia salicina;;23
6009978;Ramularia variabilis;;23
230120;Stigmidium solorinarium;;23
259560;Mytilinidion acicola;;23
4921;Lophiotrema borealiforme;;23
6024057;Periconia byssoides;;23
260336;Teichospora ampullacea;;23
6052358;Acrospermum pallidulum;;23
260304;Stomiopeltis callunae;;23
260053;Protoventuria ramicola;;23
258779;Gibbera grumiformis;;23
230170;Thelidium zwackhii;;23
230314;Verrucaria hochstetteri;;23
230360;Verrucaria viridula;;23
6051518;Elaphomyces bucholtzii;;23
1809;Lecanora scanica;vedkantlav;23
249976;Phacopsis cephalodioides;blåslavsknöl;23
6000492;Protoparmelia ochrococca;;23
230205;Kiliasia tristis;glansknagglav;23
229135;Lecidea paraclitica;;23
229157;Lecidea septentrionalis;;23
229164;Lecidea swartzioidea;;23
230378;Xanthomendoza borealis;nordlig vägglav;23
228905;Hymenelia melanocarpa;;23
257485;Amicodisca virella;;23
263639;Olla scrupulosa;;23
6021661;Calycina lobariae;;23
228809;Ephebe perspinulosa;späd trådlav;23
249986;Forssellia concordatula;;23
2012;Geopora cooperi;tryffelmurkla;23
6003571;Otidea tuomikoskii;;23
5986;Scutellinia cejpii;;23
5991;Scutellinia trechispora;klotsporig ögonskål;23
260212;Scutellinia umbrorum;;23
6300;Trichophaea hemisphaerioides;;23
264348;Asterosporium asterospermum;;23
233117;Diaporthe padi;;23
260085;Pseudovalsella thelebola;;23
6324768;Dialonectria quaternatae;;23
258098;Chaetosphaeria pulviscula;;23
258249;Coniochaeta leucoplaca;;23
261354;Isothea rhytismoides;;23
258068;Cercophora septentrionalis;;23
258885;Hypocopra brefeldii;;23
6020316;Natantiella ligneola;;23
230176;Thelocarpon laureri;klotgulprick;23
3616;Cortinarius fennoscandicus;renspindling;23
249229;Cortinarius pansa;;23
248958;Cortinarius platypus;bredfotsspindling;23
249287;Cortinarius coleoptera;;23
3722;Cortinarius sertipes;;23
249455;Gymnopilus sapineus;;23
4256;Hebeloma alpinum;;23
4629;Inocybe pseudoasterospora;rättiktråding;23
245211;Kauffmania larga;;23
4020;Entoloma pseudoturci;;23
239161;Gerhardtia borealis;köttmusseron;23
4956;Lyophyllum mephiticum;blek gråskivling;23
5024;Melanoleuca subbrevipes;;23
57;Anomoloma albolutescens;gul mjukporing;23
6003426;Ramaria brienzensis;kalkfingersvamp;23
5984;Scotomyces subviolaceus;blyskinn;23
4118;Fibricium subodoratum;tajgafiberskinn;23
6320;Tubulicrinis effugiens;tofsnålskinn;23
5768;Repetobasidium mirificum;hylsskinn;23
575;Russula candida;naveltryffel;23
5998;Sebacina epigaea;opaltalgsvamp;23
6224;Tremella karstenii;enkrös;23
6002089;Puccinia pulsatillae;;23
6002097;Puccinia rubefaciens;;23
6002100;Puccinia scandica;;23
6002360;Uromyces lineolatus;;23
6001614;Tilletia cerebrina;;23
6001664;Urocystis primulicola;;23
234869;Allygus modestus;;24
234884;Cicadula saturata;;24
